CustomerID,LastPurchase,Frequency,Monetary,Recency,Cluster,Segment
13668,2011-12-07 12:11:00,21,6363.59,3,2,Champions
13669,2011-10-20 09:32:00,2,218.55,51,1,At Risk
13670,2011-09-25 15:25:00,1,349.7,76,1,At Risk
13672,2011-02-11 13:53:00,2,186.39000000000001,302,1,At Risk
13673,2011-11-21 12:11:00,2,396.92,19,0,Developing
13675,2011-07-11 12:57:00,2,486.82000000000005,152,1,At Risk
13678,2011-07-11 10:14:00,1,232.6,152,1,At Risk
13680,2011-12-08 13:47:00,4,3722.42,2,2,Champions
13681,2011-11-22 11:13:00,4,827.83,18,3,Loyal
13682,2011-06-05 14:06:00,1,59.5,188,1,At Risk
13684,2011-02-27 10:13:00,1,67.23,286,1,At Risk
13685,2011-12-07 11:41:00,7,3119.44,3,2,Champions
13686,2011-06-10 09:10:00,1,72.0,183,1,At Risk
13689,2011-10-07 13:21:00,1,910.0,64,1,At Risk
13690,2011-10-11 15:03:00,1,172.25,60,1,At Risk
13692,2011-11-15 11:17:00,3,1488.32,25,3,Loyal
13694,2011-12-06 09:32:00,50,65039.62,4,2,Champions
13695,2011-11-08 14:26:00,15,2504.13,32,2,Champions
13697,2011-11-01 09:14:00,1,151.29999999999998,39,1,At Risk
13699,2011-07-07 16:51:00,1,308.58000000000004,156,1,At Risk
13700,2011-11-13 13:00:00,10,2265.12,27,2,Champions
13703,2011-01-25 13:10:00,1,99.5,319,1,At Risk
13704,2011-12-04 15:13:00,9,2308.06,6,2,Champions
13705,2011-12-02 12:32:00,3,711.86,8,0,Developing
13706,2011-02-10 09:21:00,1,330.79,303,1,At Risk
13707,2011-03-17 18:03:00,2,806.41,268,1,At Risk
13708,2011-03-13 13:46:00,1,296.88,272,1,At Risk
13709,2011-12-06 10:28:00,13,6328.05,4,2,Champions
13710,2011-11-08 08:16:00,1,180.48,32,0,Developing
13711,2011-05-05 10:31:00,2,252.06,219,1,At Risk
13712,2011-04-07 12:33:00,1,228.84,247,1,At Risk
13715,2011-03-03 19:21:00,5,1079.34,282,3,Loyal
13716,2011-03-15 13:49:00,1,138.28,270,1,At Risk
13717,2011-11-07 14:13:00,6,1445.01,33,3,Loyal
13718,2011-04-07 13:24:00,2,306.55,247,1,At Risk
13719,2011-11-24 15:26:00,5,1041.68,16,3,Loyal
13720,2011-08-15 12:46:00,4,799.9,117,3,Loyal
13721,2011-11-03 14:05:00,1,524.14,37,0,Developing
13722,2011-07-31 12:44:00,3,2375.41,132,3,Loyal
13723,2011-05-06 17:04:00,1,199.85000000000002,218,1,At Risk
13725,2011-10-21 10:03:00,8,1980.56,50,3,Loyal
13726,2011-11-01 10:49:00,2,1079.6599999999999,39,3,Loyal
13727,2011-11-11 09:46:00,2,333.48,29,0,Developing
13728,2011-11-03 10:49:00,6,1016.14,37,3,Loyal
13730,2011-07-27 08:35:00,2,752.6,136,1,At Risk
13731,2011-05-04 14:33:00,2,610.59,220,1,At Risk
13732,2011-11-11 15:49:00,1,491.86,29,0,Developing
13735,2011-11-15 11:14:00,4,2885.2400000000002,25,3,Loyal
13736,2011-12-04 15:19:00,2,731.9,6,0,Developing
13737,2011-05-23 16:32:00,1,339.59999999999997,201,1,At Risk
13739,2011-11-21 13:35:00,1,216.9,19,0,Developing
13740,2011-04-13 10:32:00,1,350.75,241,1,At Risk
13741,2011-09-29 09:19:00,3,668.4300000000001,72,3,Loyal
13742,2011-11-23 11:07:00,12,3131.02,17,2,Champions
13743,2011-12-07 10:09:00,7,1341.6,3,2,Champions
13744,2011-09-05 15:19:00,2,1156.36,96,3,Loyal
13745,2011-06-30 16:43:00,1,300.04,163,1,At Risk
13747,2010-12-01 10:37:00,1,79.6,374,1,At Risk
13748,2011-09-05 09:45:00,5,948.25,96,3,Loyal
13750,2011-10-17 12:16:00,5,1647.26,54,3,Loyal
13751,2011-02-24 15:56:00,1,296.25,289,1,At Risk
13752,2011-08-07 14:16:00,6,1186.28,125,3,Loyal
13753,2011-02-25 12:48:00,1,741.26,288,1,At Risk
13754,2011-07-11 11:51:00,2,282.59999999999997,152,1,At Risk
13755,2011-12-06 12:26:00,9,2161.35,4,2,Champions
13756,2011-12-07 16:44:00,14,5189.52,3,2,Champions
13758,2011-11-28 11:11:00,7,3190.55,12,2,Champions
13759,2011-11-06 14:47:00,2,659.4100000000001,34,0,Developing
13760,2011-10-16 16:13:00,2,286.79,55,1,At Risk
13761,2011-10-20 14:01:00,2,1070.65,51,3,Loyal
13762,2011-05-05 09:15:00,1,306.72,219,1,At Risk
13763,2011-10-07 15:13:00,1,1714.96,64,3,Loyal
13764,2011-09-30 12:03:00,3,1521.76,71,3,Loyal
13767,2011-12-07 15:00:00,37,17220.36,3,2,Champions
13769,2011-12-07 15:08:00,10,2796.51,3,2,Champions
13771,2011-10-06 14:18:00,4,2634.45,65,3,Loyal
13772,2011-11-06 11:43:00,3,1132.13,34,3,Loyal
13774,2011-09-19 12:06:00,1,345.0,82,1,At Risk
13777,2011-12-09 12:25:00,33,25977.16,1,2,Champions
13778,2011-08-28 15:25:00,1,178.7,104,1,At Risk
13780,2011-12-02 13:49:00,2,360.01,8,0,Developing
13781,2011-04-03 12:08:00,1,127.84,251,1,At Risk
13782,2011-11-27 11:54:00,6,912.0,13,3,Loyal
13784,2011-11-30 09:33:00,11,2462.79,10,2,Champions
13786,2010-12-07 13:53:00,1,230.39999999999998,368,1,At Risk
13787,2011-09-25 12:06:00,2,309.04,76,1,At Risk
13790,2011-12-05 15:48:00,1,348.8,5,0,Developing
13791,2011-08-04 11:44:00,2,1516.0,128,3,Loyal
13792,2011-10-04 14:31:00,2,195.55,67,1,At Risk
13798,2011-12-08 15:51:00,57,37153.85,2,2,Champions
13799,2011-08-15 12:07:00,2,688.86,117,1,At Risk
13800,2011-02-03 12:27:00,1,558.32,310,1,At Risk
13801,2011-10-04 10:15:00,1,324.8,67,1,At Risk
13802,2011-07-24 10:54:00,3,4599.42,139,3,Loyal
13803,2011-03-29 12:57:00,1,277.07,256,1,At Risk
13804,2011-11-09 12:32:00,7,2635.79,31,3,Loyal
13805,2011-10-18 14:50:00,2,924.6,53,3,Loyal
13806,2011-10-07 11:43:00,1,256.38,64,1,At Risk
13807,2010-12-07 15:48:00,1,112.6,368,1,At Risk
13808,2011-12-04 12:18:00,5,1747.66,6,2,Champions
13809,2011-02-07 13:15:00,1,155.05,306,1,At Risk
13810,2011-11-11 08:33:00,3,1499.01,29,3,Loyal
13811,2011-06-09 09:54:00,3,814.5,184,3,Loyal
13812,2011-10-28 14:27:00,3,539.0,43,3,Loyal
13813,2011-10-31 10:38:00,4,1366.8600000000001,40,3,Loyal
13814,2011-09-08 13:48:00,2,1579.12,93,3,Loyal
13815,2011-11-17 14:19:00,4,4027.36,23,3,Loyal
13816,2011-11-16 08:38:00,2,571.6700000000001,24,0,Developing
13817,2011-11-10 17:49:00,2,382.98,30,0,Developing
13819,2011-02-11 10:38:00,3,1140.35,302,3,Loyal
13821,2011-07-18 09:49:00,2,385.64,145,1,At Risk
13822,2011-12-04 12:13:00,2,632.0,6,0,Developing
13823,2011-11-21 10:22:00,2,957.66,19,0,Developing
13824,2011-11-07 12:41:00,5,1698.94,33,3,Loyal
13826,2011-06-16 13:48:00,1,189.5,177,1,At Risk
13827,2011-10-13 12:38:00,3,412.05,58,3,Loyal
13828,2011-11-17 16:02:00,1,209.49,23,0,Developing
13831,2011-11-23 15:41:00,6,2202.99,17,3,Loyal
13832,2011-11-20 15:36:00,1,52.199999999999996,20,0,Developing
13833,2011-07-03 13:27:00,1,384.8,160,1,At Risk
13835,2011-11-14 15:37:00,4,834.57,26,3,Loyal
13837,2011-05-12 12:10:00,2,271.24,212,1,At Risk
13838,2011-12-04 11:00:00,4,691.73,6,0,Developing
13841,2011-04-01 12:10:00,1,85.0,253,1,At Risk
13842,2011-10-12 10:51:00,9,3385.62,59,3,Loyal
13844,2011-11-28 13:21:00,1,361.62,12,0,Developing
13845,2011-10-06 08:25:00,1,312.98,65,1,At Risk
13846,2011-11-15 12:07:00,3,865.0600000000001,25,3,Loyal
13848,2011-09-08 12:58:00,3,1255.0,93,3,Loyal
13849,2011-10-19 10:59:00,2,1537.95,52,3,Loyal
13850,2011-08-02 14:04:00,1,1595.48,130,1,At Risk
13851,2011-09-05 12:36:00,3,2651.46,96,3,Loyal
13853,2011-10-13 14:18:00,1,1090.14,58,3,Loyal
13854,2011-12-01 09:06:00,25,8109.5199999999995,9,2,Champions
13856,2011-06-24 10:03:00,3,388.5,169,1,At Risk
13858,2011-10-13 16:17:00,1,216.17,58,1,At Risk
13859,2011-01-17 16:14:00,1,201.16,327,1,At Risk
13860,2011-12-08 12:57:00,5,1245.9,2,2,Champions
13862,2011-11-21 16:24:00,8,2209.36,19,2,Champions
13863,2011-04-06 10:20:00,1,305.78,248,1,At Risk
13865,2011-10-12 13:31:00,4,501.56,59,3,Loyal
13866,2011-09-26 14:54:00,1,145.67000000000002,75,1,At Risk
13867,2011-11-08 15:48:00,3,1015.29,32,3,Loyal
13868,2011-12-02 16:32:00,2,3192.54,8,3,Loyal
13869,2011-08-08 13:53:00,4,3104.95,124,3,Loyal
13870,2011-12-07 13:23:00,8,2770.94,3,2,Champions
13871,2011-11-17 10:49:00,13,6403.25,23,2,Champions
13873,2011-08-12 10:08:00,3,389.6,120,1,At Risk
13874,2010-12-16 18:20:00,1,540.45,359,1,At Risk
13875,2011-10-17 09:36:00,5,1786.79,54,3,Loyal
13876,2011-10-07 10:22:00,1,122.7,64,1,At Risk
13877,2011-09-14 15:49:00,1,117.24,87,1,At Risk
13878,2011-10-16 12:19:00,1,1281.53,55,3,Loyal
13880,2011-11-18 13:44:00,13,3219.77,22,2,Champions
13881,2011-12-06 12:50:00,20,17159.52,4,2,Champions
13882,2011-12-07 11:16:00,5,1191.13,3,2,Champions
13883,2011-11-29 10:45:00,5,2674.48,11,2,Champions
13884,2011-12-02 16:30:00,5,787.6,8,0,Developing
13885,2011-06-03 15:07:00,2,506.8,190,1,At Risk
13886,2011-09-29 13:17:00,1,243.56,72,1,At Risk
13887,2011-05-19 17:22:00,1,349.55,205,1,At Risk
13888,2011-08-12 10:13:00,2,605.63,120,1,At Risk
13889,2011-09-08 09:13:00,1,416.90000000000003,93,1,At Risk
13890,2011-12-08 15:36:00,10,1883.8100000000002,2,2,Champions
13892,2011-11-13 11:50:00,4,632.97,27,3,Loyal
13893,2011-02-15 11:30:00,1,821.1,298,1,At Risk
13894,2011-11-16 09:44:00,3,564.62,24,0,Developing
13895,2011-11-11 16:57:00,4,2593.07,29,3,Loyal
13897,2011-10-20 14:30:00,1,311.16,51,1,At Risk
13898,2011-01-18 10:28:00,1,155.93,326,1,At Risk
13899,2011-11-23 13:40:00,2,388.52,17,0,Developing
13900,2011-06-09 19:26:00,3,740.95,184,3,Loyal
13901,2011-09-28 14:48:00,5,2867.2,73,3,Loyal
13904,2011-11-02 13:41:00,2,332.64,38,0,Developing
13908,2011-09-21 11:49:00,4,2369.55,80,3,Loyal
13911,2011-10-13 15:43:00,9,2580.91,58,3,Loyal
13914,2011-11-28 10:35:00,2,626.45,12,0,Developing
13917,2011-10-21 09:56:00,2,272.04,50,0,Developing
13918,2011-10-21 12:25:00,2,1212.8400000000001,50,3,Loyal
13919,2011-10-11 14:24:00,2,384.81,60,1,At Risk
13922,2010-12-23 10:38:00,1,172.25,352,1,At Risk
13923,2011-10-17 12:33:00,1,351.13,54,1,At Risk
13924,2011-12-08 09:39:00,6,1838.8500000000001,2,2,Champions
13925,2011-09-08 12:47:00,4,678.25,93,3,Loyal
13926,2011-11-16 13:16:00,1,223.85000000000002,24,0,Developing
13927,2011-09-26 12:00:00,1,348.99,75,1,At Risk
13928,2011-11-29 10:33:00,4,464.57,11,0,Developing
13929,2011-06-23 15:26:00,2,842.65,170,1,At Risk
13930,2011-10-13 09:45:00,2,337.34,58,1,At Risk
13931,2011-09-05 10:12:00,2,1237.53,96,3,Loyal
13932,2011-02-18 12:02:00,1,307.4,295,1,At Risk
13933,2011-08-22 14:03:00,2,608.7900000000001,110,1,At Risk
13934,2011-03-21 08:39:00,1,922.1,264,1,At Risk
13936,2011-06-13 08:47:00,1,376.58,180,1,At Risk
13937,2011-06-23 16:35:00,1,158.85,170,1,At Risk
13938,2011-11-04 14:37:00,1,71.66,36,1,At Risk
13939,2011-11-16 13:33:00,3,568.55,24,0,Developing
13940,2011-11-22 15:15:00,4,839.14,18,3,Loyal
13941,2011-11-18 09:43:00,5,5112.96,22,2,Champions
13946,2011-09-21 13:33:00,3,561.5699999999999,80,3,Loyal
13947,2011-10-05 14:42:00,1,90.6,66,1,At Risk
13948,2010-12-14 10:18:00,1,102.0,361,1,At Risk
13949,2011-12-07 09:35:00,6,2427.32,3,2,Champions
13950,2011-11-28 14:44:00,4,745.06,12,0,Developing
13951,2011-06-16 16:43:00,3,674.45,177,1,At Risk
13952,2011-05-06 09:00:00,2,3251.071,218,3,Loyal
13953,2011-12-02 16:04:00,7,3515.68,8,2,Champions
13954,2011-12-08 12:50:00,2,439.92,2,0,Developing
13955,2011-07-08 17:19:00,2,322.96,155,1,At Risk
13956,2011-12-04 13:20:00,5,1026.42,6,0,Developing
13959,2011-09-21 15:06:00,3,598.2,80,3,Loyal
13960,2011-11-18 15:27:00,2,230.22,22,0,Developing
13962,2011-11-18 08:47:00,2,169.55,22,0,Developing
13963,2011-02-04 14:43:00,4,664.54,309,1,At Risk
13967,2011-07-17 12:02:00,1,80.7,146,1,At Risk
13969,2011-12-02 15:11:00,18,9053.94,8,2,Champions
13971,2011-11-21 12:06:00,8,2758.26,19,2,Champions
13972,2011-09-30 11:54:00,2,190.25,71,1,At Risk
13973,2011-02-25 15:21:00,1,264.7,288,1,At Risk
13974,2011-10-21 14:41:00,1,413.59000000000003,50,1,At Risk
13975,2011-11-08 13:19:00,6,2526.28,32,3,Loyal
13976,2011-05-17 09:13:00,1,357.98,207,1,At Risk
13978,2011-11-25 11:36:00,2,196.79000000000002,15,0,Developing
13979,2011-09-27 13:32:00,1,869.87,74,1,At Risk
13980,2011-10-10 13:34:00,1,200.14,61,1,At Risk
13982,2011-10-31 16:24:00,4,1871.81,40,3,Loyal
13983,2011-11-10 11:06:00,12,2603.43,30,2,Champions
13984,2011-11-13 12:38:00,5,920.51,27,3,Loyal
13985,2011-12-05 17:06:00,15,7060.13,5,2,Champions
13986,2011-11-22 15:00:00,1,320.46,18,0,Developing
13988,2011-11-20 10:15:00,6,4147.96,20,2,Champions
13989,2011-10-05 09:47:00,2,1266.08,66,3,Loyal
13990,2011-05-10 15:19:00,1,311.3,214,1,At Risk
13991,2011-11-27 16:18:00,6,855.97,13,3,Loyal
13992,2011-11-09 15:23:00,1,76.8,31,0,Developing
13993,2011-10-28 09:06:00,9,3466.36,43,2,Champions
13994,2011-12-06 11:05:00,6,2313.14,4,2,Champions
13995,2011-11-24 14:22:00,5,1393.69,16,3,Loyal
13999,2011-11-29 13:40:00,12,3901.81,11,2,Champions
14000,2011-05-12 16:50:00,1,635.66,212,1,At Risk
14001,2011-10-25 10:31:00,3,2043.0800000000002,46,3,Loyal
14002,2011-07-28 15:55:00,2,529.73,135,1,At Risk
14004,2011-10-27 14:40:00,7,4582.64,44,3,Loyal
14005,2011-11-30 12:41:00,5,2874.72,10,2,Champions
14006,2011-08-16 09:39:00,3,962.19,116,3,Loyal
14009,2011-05-25 15:47:00,2,695.61,199,1,At Risk
14012,2011-03-07 12:26:00,1,328.8,278,1,At Risk
14013,2011-08-21 15:01:00,3,473.02,111,1,At Risk
14014,2011-09-23 13:18:00,1,505.18,78,1,At Risk
14015,2011-10-18 10:02:00,1,917.34,53,0,Developing
14016,2011-07-01 11:29:00,4,4341.21,162,3,Loyal
14019,2011-10-24 10:13:00,3,1421.61,47,3,Loyal
14020,2011-11-23 09:22:00,2,642.8,17,0,Developing
14021,2011-07-07 15:46:00,3,631.9,156,1,At Risk
14022,2011-04-28 14:39:00,1,440.0,226,1,At Risk
14023,2011-12-02 13:58:00,2,584.07,8,0,Developing
14024,2011-08-10 11:30:00,2,327.7,122,1,At Risk
14027,2011-10-10 09:01:00,1,104.82,61,1,At Risk
14029,2011-10-07 14:46:00,2,467.66,64,1,At Risk
14030,2011-11-21 16:48:00,8,2360.09,19,2,Champions
14031,2011-12-02 17:13:00,19,17286.86,8,2,Champions
14032,2011-12-07 15:23:00,11,2975.59,3,2,Champions
14034,2011-11-17 14:02:00,3,651.8199999999999,23,0,Developing
14035,2011-11-11 10:03:00,5,1428.02,29,3,Loyal
14036,2011-02-28 09:26:00,1,626.65,285,1,At Risk
14037,2011-06-16 13:57:00,2,147.20000000000002,177,1,At Risk
14038,2011-09-22 13:37:00,3,1560.38,79,3,Loyal
14039,2011-11-06 13:48:00,1,152.2,34,0,Developing
14040,2011-10-30 12:42:00,12,3614.92,41,2,Champions
14041,2011-03-18 13:25:00,1,141.41,267,1,At Risk
14044,2011-11-13 12:05:00,4,652.82,27,3,Loyal
14045,2011-08-22 15:27:00,4,1659.75,110,3,Loyal
14046,2011-02-28 14:48:00,1,154.99,285,1,At Risk
14047,2011-12-01 11:43:00,5,1308.6100000000001,9,3,Loyal
14048,2011-02-07 14:53:00,1,409.93,306,1,At Risk
14049,2011-11-23 12:20:00,4,5681.72,17,2,Champions
14050,2011-11-08 10:00:00,2,746.36,32,0,Developing
14051,2011-12-09 10:20:00,23,15610.390000000001,1,2,Champions
14052,2011-11-20 12:30:00,1,225.36,20,0,Developing
14053,2011-08-07 14:27:00,2,260.25,125,1,At Risk
14054,2011-10-05 15:49:00,1,92.46,66,1,At Risk
14055,2011-08-25 15:04:00,1,725.6400000000001,107,1,At Risk
14056,2011-12-08 13:36:00,23,8214.65,2,2,Champions
14057,2011-11-16 10:32:00,17,6217.96,24,2,Champions
14059,2011-03-18 10:06:00,1,183.6,267,1,At Risk
14060,2011-12-05 12:29:00,19,6140.42,5,2,Champions
14062,2011-11-30 10:04:00,12,10464.85,10,2,Champions
14064,2011-11-10 13:14:00,5,1353.74,30,3,Loyal
14066,2011-03-18 12:21:00,1,152.55,267,1,At Risk
14067,2011-10-07 10:21:00,2,374.7,64,1,At Risk
14068,2011-01-23 16:02:00,1,265.85,321,1,At Risk
14071,2011-12-06 12:27:00,8,1438.82,4,2,Champions
14073,2011-11-07 15:49:00,1,151.04,33,0,Developing
14075,2011-12-05 08:38:00,3,942.26,5,0,Developing
14076,2011-08-02 15:19:00,1,122.47,130,1,At Risk
14077,2011-10-30 12:35:00,5,499.41999999999996,41,3,Loyal
14078,2011-08-30 12:16:00,6,1049.37,102,3,Loyal
14079,2011-08-07 12:10:00,1,375.1,125,1,At Risk
14080,2011-11-07 11:09:00,1,45.599999999999994,33,1,At Risk
14081,2011-02-10 16:17:00,2,934.52,303,1,At Risk
14082,2010-12-10 11:02:00,1,182.25,365,1,At Risk
14083,2011-12-05 13:14:00,9,1018.43,5,2,Champions
14085,2011-12-07 13:46:00,18,4448.54,3,2,Champions
14087,2011-12-07 12:41:00,1,194.42,3,0,Developing
14088,2011-11-29 16:16:00,13,50491.81,11,2,Champions
14089,2011-10-14 10:38:00,1,161.0,57,1,At Risk
14090,2011-01-19 10:51:00,1,76.32000000000001,325,1,At Risk
14092,2011-12-02 12:13:00,14,4076.91,8,2,Champions
14093,2011-11-27 16:27:00,1,442.85,13,0,Developing
14096,2011-12-05 17:17:00,17,65164.79,5,2,Champions
14098,2011-11-03 10:13:00,1,147.35,37,0,Developing
14099,2011-11-23 13:53:00,11,3104.17,17,2,Champions
14100,2011-07-25 11:01:00,1,194.9,138,1,At Risk
14101,2011-09-27 12:28:00,6,5976.79,74,3,Loyal
14102,2011-12-04 15:38:00,5,1360.28,6,2,Champions
14104,2011-07-08 12:50:00,2,216.20999999999998,155,1,At Risk
14105,2011-04-14 17:58:00,1,1266.23,240,1,At Risk
14107,2011-10-19 12:12:00,7,2703.23,52,3,Loyal
14108,2011-11-09 10:41:00,2,597.91,31,0,Developing
14109,2011-09-28 10:18:00,1,144.2,73,1,At Risk
14110,2011-12-06 12:26:00,12,5683.15,4,2,Champions
14111,2011-11-25 13:44:00,4,692.85,15,0,Developing
14112,2011-11-17 12:30:00,7,2915.15,23,2,Champions
14113,2011-12-06 12:18:00,4,1840.42,4,2,Champions
14114,2011-03-11 09:42:00,2,386.53,274,1,At Risk
14116,2011-11-20 10:29:00,5,1382.74,20,3,Loyal
14117,2011-07-19 09:49:00,1,90.0,144,1,At Risk
14121,2011-12-06 12:19:00,4,2780.15,4,2,Champions
14124,2011-09-16 13:32:00,1,419.58000000000004,85,1,At Risk
14125,2011-11-29 12:47:00,3,2740.43,11,3,Loyal
14126,2011-12-02 11:45:00,3,706.1300000000001,8,0,Developing
14127,2011-08-09 10:49:00,3,709.71,123,3,Loyal
14128,2011-10-10 12:00:00,2,637.5,61,3,Loyal
14129,2011-12-08 11:02:00,5,1123.8600000000001,2,2,Champions
14130,2011-01-24 16:05:00,1,483.86,320,1,At Risk
14132,2011-12-07 13:35:00,11,3586.0299999999997,3,2,Champions
14133,2011-08-02 11:34:00,3,605.64,130,3,Loyal
14135,2011-12-08 11:38:00,15,4690.31,2,2,Champions
14138,2011-12-08 12:44:00,2,982.3800000000001,2,0,Developing
14139,2011-10-24 13:34:00,1,415.82,47,0,Developing
14140,2011-12-06 09:05:00,2,935.05,4,0,Developing
14141,2011-12-07 09:53:00,4,915.13,3,0,Developing
14142,2010-12-01 16:33:00,1,311.81,374,1,At Risk
14143,2011-07-29 09:48:00,1,115.8,134,1,At Risk
14145,2011-10-24 12:10:00,4,3742.2,47,3,Loyal
14146,2011-12-01 10:18:00,5,4191.0,9,2,Champions
14147,2011-09-22 18:10:00,2,483.4,79,1,At Risk
14148,2011-04-20 12:02:00,1,157.2,234,1,At Risk
14149,2011-05-03 09:44:00,1,446.62,221,1,At Risk
14150,2011-11-04 10:05:00,2,658.64,36,0,Developing
14152,2011-09-25 12:54:00,2,621.29,76,1,At Risk
14154,2011-04-14 16:26:00,2,1345.62,240,3,Loyal
14155,2011-03-18 14:13:00,1,118.75,267,1,At Risk
14156,2011-11-30 10:54:00,55,117379.63,10,2,Champions
14157,2011-11-20 11:32:00,2,432.88,20,0,Developing
14158,2011-10-30 15:08:00,1,507.66,41,0,Developing
14159,2011-11-20 12:36:00,11,4693.01,20,2,Champions
14161,2011-05-08 11:41:00,3,1110.52,216,3,Loyal
14162,2011-06-19 11:36:00,2,289.36,174,1,At Risk
14163,2011-09-13 15:18:00,4,2445.91,88,3,Loyal
14164,2011-09-30 12:24:00,2,1631.77,71,3,Loyal
14165,2011-03-09 12:39:00,1,122.53999999999999,276,1,At Risk
14167,2011-10-31 14:29:00,4,574.84,40,3,Loyal
14171,2011-09-02 16:43:00,1,363.79,99,1,At Risk
14173,2011-11-29 11:54:00,4,450.84,11,0,Developing
14174,2011-11-06 13:17:00,1,134.46,34,0,Developing
14175,2011-10-11 11:55:00,3,3222.3,60,3,Loyal
14176,2011-02-15 13:12:00,4,576.9000000000001,298,1,At Risk
14177,2011-09-14 15:11:00,4,559.41,87,3,Loyal
14178,2011-12-01 12:01:00,7,1620.93,9,2,Champions
14179,2011-10-30 12:07:00,2,719.78,41,0,Developing
14180,2011-11-29 10:56:00,25,4748.52,11,2,Champions
14184,2011-10-04 12:43:00,1,452.89,67,1,At Risk
14185,2011-01-12 13:52:00,1,197.65,332,1,At Risk
14188,2011-11-09 12:45:00,6,2054.36,31,3,Loyal
14189,2011-12-07 15:55:00,15,4654.08,3,2,Champions
14191,2011-12-08 09:23:00,13,4684.76,2,2,Champions
14193,2011-10-03 09:34:00,2,853.39,68,3,Loyal
14194,2011-12-05 10:38:00,21,11349.52,5,2,Champions
14195,2011-05-22 10:29:00,2,1012.0,202,1,At Risk
14196,2011-08-25 10:25:00,1,335.52,107,1,At Risk
14198,2011-11-21 16:35:00,4,701.4,19,0,Developing
14199,2011-05-05 13:44:00,1,185.39999999999998,219,1,At Risk
14201,2011-10-10 13:27:00,7,747.44,61,3,Loyal
14204,2011-12-07 13:38:00,1,161.03,3,0,Developing
14205,2011-11-23 10:55:00,2,466.7,17,0,Developing
14206,2011-04-14 16:38:00,1,328.15999999999997,240,1,At Risk
14208,2011-09-06 12:48:00,1,151.74,95,1,At Risk
14209,2011-11-29 10:18:00,6,2073.43,11,2,Champions
14210,2011-08-26 12:36:00,6,1905.8400000000001,106,3,Loyal
14211,2011-10-17 13:23:00,9,2241.1,54,3,Loyal
14212,2011-09-11 12:45:00,1,1070.48,90,1,At Risk
14214,2011-11-09 10:31:00,5,1004.38,31,3,Loyal
14215,2011-11-28 12:19:00,6,1789.72,12,2,Champions
14216,2011-12-06 14:56:00,4,1839.3,4,2,Champions
14217,2011-12-08 11:53:00,17,2004.98,2,2,Champions
14218,2011-10-28 10:00:00,1,169.48000000000002,43,1,At Risk
14219,2011-12-05 16:23:00,1,89.94,5,0,Developing
14220,2011-04-06 13:23:00,2,632.4,248,1,At Risk
14221,2011-10-28 13:42:00,9,3432.8,43,2,Champions
14222,2011-06-15 16:42:00,1,683.17,178,1,At Risk
14223,2011-09-08 13:38:00,3,991.13,93,3,Loyal
14224,2011-08-21 13:24:00,4,1050.12,111,3,Loyal
14226,2011-11-11 11:34:00,5,2232.19,29,3,Loyal
14227,2011-11-13 15:48:00,10,3350.96,27,2,Champions
14229,2011-10-19 10:04:00,3,1547.2,52,3,Loyal
14231,2011-06-09 11:05:00,3,925.71,184,3,Loyal
14232,2011-10-28 11:09:00,5,2048.07,43,3,Loyal
14233,2011-10-21 15:54:00,4,1462.72,50,3,Loyal
14234,2011-11-17 17:53:00,4,775.46,23,3,Loyal
14235,2011-09-25 14:37:00,5,3144.86,76,3,Loyal
14236,2011-09-20 09:13:00,2,490.86,81,1,At Risk
14237,2010-12-01 13:20:00,1,161.0,374,1,At Risk
14238,2011-01-17 14:40:00,1,146.85,327,1,At Risk
14239,2011-10-27 14:40:00,11,2380.85,44,2,Champions
14240,2011-11-09 13:45:00,2,890.34,31,0,Developing
14241,2011-06-09 11:46:00,1,213.70000000000002,184,1,At Risk
14242,2011-04-19 11:46:00,2,280.55,235,1,At Risk
14243,2011-12-01 11:12:00,10,2588.77,9,2,Champions
14245,2011-05-04 08:40:00,2,1693.45,220,3,Loyal
14246,2011-08-21 11:50:00,3,1474.06,111,3,Loyal
14247,2011-03-06 15:21:00,1,136.76999999999998,279,1,At Risk
14248,2011-01-25 14:45:00,1,302.58,319,1,At Risk
14250,2011-12-02 14:30:00,3,1904.05,8,0,Developing
14251,2011-12-08 08:32:00,5,2879.7000000000003,2,2,Champions
14256,2011-03-24 13:17:00,2,969.0600000000001,261,1,At Risk
14257,2011-10-06 16:54:00,5,3099.7200000000003,65,3,Loyal
14258,2011-11-30 15:27:00,9,12669.98,10,2,Champions
14259,2011-07-21 10:44:00,1,120.0,142,1,At Risk
14261,2011-10-20 10:04:00,2,1163.45,51,3,Loyal
14262,2011-12-01 14:17:00,8,2618.23,9,2,Champions
14264,2011-07-08 10:20:00,2,333.97,155,1,At Risk
14265,2011-08-22 13:32:00,2,530.18,110,1,At Risk
14267,2011-06-30 10:09:00,3,1516.24,163,3,Loyal
14270,2011-01-12 09:33:00,1,492.65000000000003,332,1,At Risk
14271,2011-04-28 12:47:00,1,112.32,226,1,At Risk
14272,2011-09-27 10:08:00,2,437.96,74,1,At Risk
14273,2011-10-19 13:20:00,4,559.97,52,3,Loyal
14276,2011-09-02 09:45:00,3,1119.74,99,3,Loyal
14277,2011-11-24 15:01:00,3,4216.2,16,3,Loyal
14280,2011-05-27 10:37:00,1,134.04,197,1,At Risk
14282,2011-12-06 17:04:00,15,3729.34,4,2,Champions
